Process,Burst time,Arrival Time,,Arrival Time(normalized)
P8353,297,57.75,,0.5775
P8354,300,47.25,,0.4725
P8355,277,23,,0.23
P8356,129,64.5,,0.645
P8357,217,61,,0.61
P8358,208,37.75,,0.3775
P8359,216,33.5,,0.335
P8360,116,46.5,,0.465
P8361,211,63.5,,0.635
P8362,229,65.5,,0.655
P8363,137,48.25,,0.4825
P8364,260,65.75,,0.6575
P8365,180,79.25,,0.7925
P8366,209,20.75,,0.2075
P8367,133,61.5,,0.615
P8368,224,35,,0.35
P8369,232,51.5,,0.515
P8370,296,59.25,,0.5925
P8371,238,47.25,,0.4725
P8372,178,67.5,,0.675
P8373,140,34.75,,0.3475
P8374,235,58.75,,0.5875
P8375,283,59.75,,0.5975
P8376,267,42.75,,0.4275
P8377,187,37,,0.37
P8378,259,49,,0.49
P8379,161,42.25,,0.4225
P8380,162,61.75,,0.6175
P8381,199,45.5,,0.455
P8382,221,51.75,,0.5175
P8383,332,46.5,,0.465
P8384,227,39.25,,0.3925
P8385,325,30.75,,0.3075
P8386,177,8,,0.08
P8387,212,31.25,,0.3125
P8388,102,25.75,,0.2575
P8389,162,70.5,,0.705
P8390,207,51,,0.51
P8391,297,25.5,,0.255
P8392,181,38,,0.38
P8393,125,82.25,,0.8225
P8394,222,42,,0.42
P8395,191,43.25,,0.4325
P8396,141,85.75,,0.8575
P8397,167,53,,0.53
P8398,135,48,,0.48
P8399,110,76,,0.76
P8400,259,33,,0.33
P8401,175,41.75,,0.4175
P8402,249,41.25,,0.4125
P8403,224,64.25,,0.6425
P8404,120,71,,0.71
P8405,197,59.25,,0.5925
P8406,129,40.75,,0.4075
P8407,193,38,,0.38
P8408,122,34.75,,0.3475
P8409,261,46,,0.46
P8410,214,46.25,,0.4625
P8411,275,44.5,,0.445
P8412,234,79.5,,0.795
P8413,253,43.75,,0.4375
P8414,269,65.25,,0.6525
P8415,244,42.5,,0.425
P8416,228,50,,0.5
P8417,269,64.75,,0.6475
P8418,67,39.75,,0.3975
P8419,199,40,,0.4
P8420,245,43,,0.43
P8421,267,63.5,,0.635
P8422,224,79.75,,0.7975
P8423,182,48.75,,0.4875
P8424,318,53.25,,0.5325
P8425,177,55.25,,0.5525
P8426,124,65.75,,0.6575
P8427,193,55.5,,0.555
P8428,178,43.25,,0.4325
P8429,216,54,,0.54
P8430,185,43.5,,0.435
P8431,188,46.25,,0.4625
P8432,135,49.5,,0.495
P8433,197,73.75,,0.7375
P8434,209,54,,0.54
P8435,192,45,,0.45
P8436,206,46.25,,0.4625
P8437,191,46.75,,0.4675
P8438,195,52.5,,0.525
P8439,212,26.5,,0.265
P8440,209,45.25,,0.4525
P8441,240,54.25,,0.5425
P8442,246,54,,0.54
P8443,275,36.75,,0.3675
P8444,273,39.75,,0.3975
P8445,251,38.5,,0.385
P8446,157,66,,0.66
P8447,94,36.25,,0.3625
P8448,274,48.25,,0.4825
P8449,157,55.5,,0.555
P8450,108,32.5,,0.325
P8451,121,26.75,,0.2675
P8452,173,64.5,,0.645
P8453,276,53.5,,0.535
P8454,161,19,,0.19
P8455,174,53.25,,0.5325
P8456,191,24.75,,0.2475
P8457,236,44.75,,0.4475
P8458,247,35.25,,0.3525
P8459,210,57,,0.57
P8460,272,60.25,,0.6025
P8461,172,37.75,,0.3775
P8462,267,33,,0.33
P8463,348,65.25,,0.6525
P8464,255,88.5,,0.885
P8465,254,66.5,,0.665
P8466,286,38.5,,0.385
P8467,221,61.75,,0.6175
P8468,310,63.25,,0.6325
P8469,174,40.25,,0.4025
P8470,163,64,,0.64
P8471,189,44.25,,0.4425
P8472,187,45.75,,0.4575
P8473,154,29.25,,0.2925
P8474,289,56,,0.56
P8475,207,34.5,,0.345
P8476,204,42.5,,0.425
P8477,132,46,,0.46
P8478,133,61.75,,0.6175
P8479,249,42.5,,0.425
P8480,151,53.25,,0.5325
P8481,181,64.25,,0.6425
P8482,222,50,,0.5
P8483,266,48,,0.48
P8484,164,63.75,,0.6375
P8485,148,61.5,,0.615
P8486,234,43.75,,0.4375
P8487,250,47,,0.47
P8488,228,31,,0.31
P8489,229,71.25,,0.7125
P8490,202,51,,0.51
P8491,213,55,,0.55
P8492,70,65.25,,0.6525
P8493,192,68.75,,0.6875
P8494,189,71.25,,0.7125
P8495,264,74.75,,0.7475
P8496,261,34.25,,0.3425
P8497,243,69,,0.69
P8498,163,56.75,,0.5675
P8499,221,68,,0.68
P8500,217,81.75,,0.8175
P8501,242,49.75,,0.4975
P8502,193,60.5,,0.605
P8503,293,48.25,,0.4825
P8504,156,58.5,,0.585
P8505,190,27.5,,0.275
P8506,145,69.5,,0.695
P8507,151,63.5,,0.635
P8508,176,48.5,,0.485
P8509,200,43.25,,0.4325
P8510,231,58.75,,0.5875
P8511,281,67.75,,0.6775
P8512,132,54.25,,0.5425
P8513,208,34,,0.34
P8514,190,71,,0.71
P8515,202,74.5,,0.745
P8516,236,47.25,,0.4725
P8517,301,59,,0.59
P8518,281,58.5,,0.585
P8519,258,54.5,,0.545
P8520,160,51.75,,0.5175
P8521,122,61.5,,0.615
P8522,240,27.25,,0.2725
P8523,206,67.25,,0.6725
P8524,142,59.5,,0.595
P8525,155,23,,0.23
P8526,216,52,,0.52
P8527,143,59,,0.59
P8528,279,73.5,,0.735
P8529,291,35.25,,0.3525
P8530,129,45.5,,0.455
P8531,261,73.5,,0.735
P8532,192,63.25,,0.6325
P8533,224,44.25,,0.4425
P8534,253,40.75,,0.4075
P8535,102,50,,0.5
P8536,185,52.25,,0.5225
P8537,287,63.75,,0.6375
P8538,207,84.25,,0.8425
P8539,207,86.5,,0.865
P8540,254,48,,0.48
P8541,221,75,,0.75
P8542,189,64.75,,0.6475
P8543,261,41.25,,0.4125
P8544,193,60.25,,0.6025
P8545,238,33.5,,0.335
P8546,169,75.5,,0.755
P8547,158,54.5,,0.545
P8548,216,73.75,,0.7375
P8549,213,39,,0.39
P8550,339,74,,0.74
P8551,211,30.75,,0.3075
P8552,160,59,,0.59
P8553,189,43,,0.43
P8554,270,70.5,,0.705
P8555,179,50,,0.5
P8556,149,46.5,,0.465
P8557,218,63,,0.63
P8558,138,30.5,,0.305
P8559,211,33.5,,0.335
P8560,109,46,,0.46
P8561,185,68.25,,0.6825
P8562,281,30.75,,0.3075
P8563,233,64.75,,0.6475
P8564,194,50.5,,0.505
P8565,99,62.25,,0.6225
P8566,127,79.75,,0.7975
P8567,252,23.25,,0.2325
P8568,189,57.25,,0.5725
P8569,243,44.25,,0.4425
P8570,203,42,,0.42
P8571,252,58.5,,0.585
P8572,259,83.25,,0.8325
P8573,184,52.75,,0.5275
P8574,150,51.5,,0.515
P8575,107,44.5,,0.445
P8576,215,73.75,,0.7375
P8577,215,57,,0.57
P8578,192,40.5,,0.405
P8579,10,57.25,,0.5725
P8580,185,51.75,,0.5175
P8581,210,64.25,,0.6425
P8582,251,52,,0.52
P8583,256,72,,0.72
P8584,199,75.75,,0.7575
P8585,149,61.75,,0.6175
P8586,262,40.75,,0.4075
P8587,161,45.25,,0.4525
P8588,198,60.75,,0.6075
P8589,183,33.5,,0.335
P8590,300,75.25,,0.7525
P8591,241,61,,0.61
P8592,139,45,,0.45
P8593,215,60.25,,0.6025
P8594,132,61.5,,0.615
P8595,191,41.5,,0.415
P8596,184,74.5,,0.745
P8597,181,39.25,,0.3925
P8598,156,64.25,,0.6425
P8599,244,57.75,,0.5775
P8600,138,45.75,,0.4575
P8601,187,39.75,,0.3975
P8602,184,45.5,,0.455
P8603,297,47.75,,0.4775
P8604,259,79.5,,0.795
P8605,182,68,,0.68
P8606,141,4.5,,0.045
P8607,228,49.25,,0.4925
P8608,224,40,,0.4
P8609,214,56,,0.56
P8610,193,54,,0.54
P8611,183,57.5,,0.575
P8612,185,60.5,,0.605
P8613,144,51,,0.51
P8614,149,69.75,,0.6975
P8615,241,47.25,,0.4725
P8616,162,38.75,,0.3875
P8617,206,23.75,,0.2375
P8618,266,44.25,,0.4425
P8619,170,43,,0.43
P8620,213,76.5,,0.765
P8621,190,33.25,,0.3325
P8622,116,30,,0.3
P8623,166,39,,0.39
P8624,217,55,,0.55
P8625,269,76,,0.76
P8626,217,36.75,,0.3675
P8627,175,47,,0.47
P8628,233,33.5,,0.335
P8629,245,70.5,,0.705
P8630,237,49.5,,0.495
P8631,248,52,,0.52
P8632,188,63,,0.63
P8633,138,47.5,,0.475
P8634,95,61,,0.61
P8635,130,52.75,,0.5275
P8636,125,64.5,,0.645
P8637,344,41.5,,0.415
P8638,139,56.75,,0.5675
P8639,198,61.25,,0.6125
P8640,146,76.5,,0.765
P8641,262,64.5,,0.645
P8642,152,57.75,,0.5775
P8643,196,53.25,,0.5325
P8644,216,83.75,,0.8375
P8645,114,49,,0.49
P8646,292,31.25,,0.3125
P8647,162,41.25,,0.4125
P8648,171,49,,0.49
P8649,117,44.75,,0.4475
P8650,117,63.75,,0.6375
P8651,110,75.5,,0.755
P8652,165,45.75,,0.4575
P8653,119,69.75,,0.6975
P8654,198,58.5,,0.585
P8655,258,44.25,,0.4425
P8656,212,58.25,,0.5825
P8657,254,60.25,,0.6025
P8658,230,17.75,,0.1775
P8659,139,33.75,,0.3375
P8660,171,46.5,,0.465
P8661,169,80.25,,0.8025
P8662,275,74,,0.74
P8663,253,61.25,,0.6125
P8664,274,79.25,,0.7925
P8665,197,54.25,,0.5425
P8666,287,24,,0.24
P8667,186,37.75,,0.3775
P8668,223,60.25,,0.6025
P8669,145,81.25,,0.8125
P8670,250,20,,0.2
P8671,220,38.75,,0.3875
P8672,279,60.5,,0.605
P8673,276,38.25,,0.3825
P8674,254,72.75,,0.7275
P8675,269,35.5,,0.355
P8676,210,64.25,,0.6425
P8677,131,56,,0.56
P8678,181,59.5,,0.595
P8679,263,39,,0.39
P8680,234,63.75,,0.6375
P8681,297,36.75,,0.3675
P8682,177,51,,0.51
P8683,188,55.25,,0.5525
P8684,249,54.75,,0.5475
P8685,220,39.25,,0.3925
P8686,251,53.25,,0.5325
P8687,171,46,,0.46
P8688,253,79.5,,0.795
P8689,220,49.75,,0.4975
P8690,103,54.25,,0.5425
P8691,245,41.5,,0.415
P8692,221,48.5,,0.485
P8693,271,34.25,,0.3425
P8694,123,46,,0.46
P8695,169,22.75,,0.2275
P8696,311,59.5,,0.595
P8697,145,12,,0.12
P8698,263,42.25,,0.4225
P8699,218,27,,0.27
P8700,271,45.25,,0.4525
P8701,170,63,,0.63
P8702,124,54.25,,0.5425
P8703,141,59.75,,0.5975
P8704,255,51.5,,0.515
P8705,352,48.25,,0.4825
P8706,124,73.75,,0.7375
P8707,193,69,,0.69
P8708,119,42.5,,0.425
P8709,203,41,,0.41
P8710,106,47.75,,0.4775
P8711,133,59.75,,0.5975
P8712,205,37.5,,0.375
P8713,165,49.75,,0.4975
P8714,148,66,,0.66
P8715,317,52,,0.52
P8716,162,62.5,,0.625
P8717,171,74,,0.74
P8718,255,69.5,,0.695
P8719,300,48.75,,0.4875
P8720,214,61,,0.61
P8721,167,47.5,,0.475
P8722,173,34.25,,0.3425
P8723,247,49,,0.49
P8724,196,51.25,,0.5125
P8725,173,46.5,,0.465
P8726,162,69.25,,0.6925
P8727,276,43.5,,0.435
P8728,163,52.5,,0.525
P8729,125,26.25,,0.2625
P8730,236,32.25,,0.3225
P8731,223,27.25,,0.2725
P8732,206,47.75,,0.4775
P8733,226,59,,0.59
P8734,74,58,,0.58
P8735,76,33.25,,0.3325
P8736,136,48.5,,0.485
P8737,289,59.5,,0.595
P8738,209,50.75,,0.5075
P8739,206,40.25,,0.4025
P8740,230,57.5,,0.575
P8741,230,50.75,,0.5075
P8742,273,62.25,,0.6225
P8743,243,44.5,,0.445
P8744,257,62.25,,0.6225
P8745,63,29.5,,0.295
P8746,194,71,,0.71
P8747,253,36,,0.36
P8748,202,58.5,,0.585
P8749,146,55.75,,0.5575
P8750,201,78.75,,0.7875
P8751,221,67.25,,0.6725
P8752,243,63.5,,0.635
P8753,216,60.25,,0.6025
P8754,149,65.25,,0.6525
P8755,212,21,,0.21
P8756,263,38.25,,0.3825
P8757,175,57.25,,0.5725
P8758,206,70.75,,0.7075
P8759,189,48.25,,0.4825
P8760,201,42.75,,0.4275
P8761,249,63.25,,0.6325
P8762,209,55.75,,0.5575
P8763,170,75.25,,0.7525
P8764,135,38.75,,0.3875
P8765,191,42.25,,0.4225
P8766,170,45.25,,0.4525
P8767,154,34.5,,0.345
P8768,275,11.75,,0.1175
P8769,124,81.25,,0.8125
P8770,265,34.75,,0.3475
P8771,162,45.25,,0.4525
P8772,277,47,,0.47
P8773,252,28.25,,0.2825
P8774,141,50.25,,0.5025
P8775,142,65.75,,0.6575
P8776,235,54.75,,0.5475
P8777,197,59.5,,0.595
P8778,157,18.25,,0.1825
P8779,269,35.75,,0.3575
P8780,206,46.75,,0.4675
P8781,183,31,,0.31
P8782,102,29,,0.29
P8783,144,50,,0.5
P8784,178,48,,0.48
P8785,172,53,,0.53
P8786,156,40,,0.4
P8787,198,52,,0.52
P8788,314,30.25,,0.3025
P8789,341,53,,0.53
P8790,241,81.75,,0.8175
P8791,202,53.25,,0.5325
P8792,149,67.75,,0.6775
P8793,101,44.25,,0.4425
P8794,270,57.75,,0.5775
P8795,189,46,,0.46
P8796,173,55.25,,0.5525
P8797,273,56.25,,0.5625
P8798,196,62.5,,0.625
P8799,168,50,,0.5
P8800,250,50.75,,0.5075
P8801,217,56.25,,0.5625
P8802,226,39,,0.39
P8803,199,58.5,,0.585
P8804,80,42,,0.42
P8805,148,42,,0.42
P8806,199,83.5,,0.835
P8807,192,22.75,,0.2275
P8808,182,60.25,,0.6025
P8809,156,62.75,,0.6275
P8810,91,56.25,,0.5625
P8811,258,43.5,,0.435
P8812,188,68.5,,0.685
P8813,287,78.25,,0.7825
P8814,156,69.25,,0.6925
P8815,246,30.75,,0.3075
P8816,209,44.5,,0.445
P8817,217,42.75,,0.4275
P8818,257,58.25,,0.5825
P8819,197,52.5,,0.525
P8820,353,67.5,,0.675
P8821,257,85.75,,0.8575
P8822,276,55.75,,0.5575
P8823,148,42.5,,0.425
P8824,183,82.25,,0.8225
P8825,196,42,,0.42
P8826,167,34.5,,0.345
P8827,273,48.75,,0.4875
P8828,229,83.25,,0.8325
P8829,149,49.25,,0.4925
P8830,149,71.25,,0.7125
P8831,286,58.75,,0.5875
P8832,202,57.75,,0.5775
P8833,161,71.5,,0.715
P8834,135,78.75,,0.7875
P8835,217,46.75,,0.4675
P8836,182,41.25,,0.4125
P8837,166,48.75,,0.4875
P8838,202,40.25,,0.4025
P8839,210,64.5,,0.645
P8840,209,65.5,,0.655
P8841,322,28.75,,0.2875
P8842,235,76.5,,0.765
P8843,223,42.75,,0.4275
P8844,223,62.5,,0.625
P8845,223,53,,0.53
P8846,83,38,,0.38
P8847,313,45,,0.45
P8848,203,69.75,,0.6975
P8849,163,37.5,,0.375
P8850,334,34.5,,0.345
P8851,254,46.75,,0.4675
P8852,195,49,,0.49
P8853,159,45.5,,0.455
P8854,206,45.5,,0.455
P8855,241,68.5,,0.685
P8856,216,100,,1
P8857,210,8,,0.08
P8858,280,52,,0.52
P8859,178,48.75,,0.4875
P8860,165,67.25,,0.6725
P8861,231,61,,0.61
P8862,284,58.75,,0.5875
P8863,215,33,,0.33
P8864,273,69.75,,0.6975
P8865,217,49.5,,0.495
P8866,190,42.25,,0.4225
P8867,233,70.5,,0.705
P8868,243,65.75,,0.6575
P8869,144,93.75,,0.9375
P8870,176,78.75,,0.7875
P8871,204,41.5,,0.415
P8872,148,45.25,,0.4525
P8873,134,53,,0.53
P8874,269,36.25,,0.3625
P8875,234,47.5,,0.475
P8876,222,44.25,,0.4425
P8877,182,22.75,,0.2275
P8878,278,44,,0.44
P8879,170,66.25,,0.6625
P8880,165,70,,0.7
P8881,203,36.5,,0.365
P8882,253,38,,0.38
P8883,250,55.5,,0.555
P8884,234,32.75,,0.3275
P8885,170,42.25,,0.4225
P8886,146,49.75,,0.4975
P8887,261,28.5,,0.285
P8888,305,37.25,,0.3725
P8889,233,47.75,,0.4775
P8890,96,39.5,,0.395
P8891,208,33.5,,0.335
P8892,81,46.75,,0.4675
P8893,200,54,,0.54
P8894,227,44.25,,0.4425
P8895,129,66,,0.66
P8896,237,47,,0.47
P8897,158,58.25,,0.5825
P8898,278,68.25,,0.6825
P8899,174,67.75,,0.6775
P8900,118,55,,0.55
P8901,251,38.5,,0.385
P8902,147,64.5,,0.645
P8903,223,12,,0.12
P8904,331,65.25,,0.6525
P8905,115,15.5,,0.155
P8906,206,79,,0.79
P8907,245,57.25,,0.5725
P8908,172,65,,0.65
P8909,192,70.5,,0.705
P8910,192,85.5,,0.855
P8911,155,47.5,,0.475
P8912,198,55.5,,0.555
P8913,272,47.5,,0.475
P8914,344,33.75,,0.3375
P8915,257,36.5,,0.365
P8916,235,34.75,,0.3475
P8917,196,28.75,,0.2875
P8918,120,16.25,,0.1625
P8919,222,42.25,,0.4225
P8920,196,66.75,,0.6675
P8921,248,30.25,,0.3025
P8922,192,41.5,,0.415
P8923,219,43.75,,0.4375
P8924,212,61.25,,0.6125
P8925,78,79.25,,0.7925
P8926,198,54.75,,0.5475
P8927,188,74.5,,0.745
P8928,153,48.75,,0.4875
P8929,266,77.75,,0.7775
P8930,276,28.75,,0.2875
P8931,209,72.25,,0.7225
P8932,204,37,,0.37
P8933,194,54.25,,0.5425
P8934,168,40.75,,0.4075
P8935,271,23.5,,0.235
P8936,163,82.25,,0.8225
P8937,118,63.25,,0.6325
P8938,285,46.75,,0.4675
P8939,265,73.5,,0.735
P8940,151,74.5,,0.745
P8941,218,32.75,,0.3275
P8942,161,49.75,,0.4975
P8943,232,50.25,,0.5025
P8944,282,70.75,,0.7075
P8945,215,52,,0.52
P8946,164,24.75,,0.2475
P8947,288,49.5,,0.495
P8948,147,38,,0.38
P8949,210,74,,0.74
P8950,143,48,,0.48
P8951,262,77.25,,0.7725
P8952,208,73.25,,0.7325
P8953,196,50,,0.5
P8954,172,38,,0.38
P8955,183,47.75,,0.4775
P8956,171,30.75,,0.3075
P8957,224,61.5,,0.615
P8958,274,29.25,,0.2925
P8959,245,61.5,,0.615
P8960,238,56,,0.56
P8961,159,33,,0.33
P8962,246,68,,0.68
P8963,135,50.75,,0.5075
P8964,211,50.25,,0.5025
P8965,126,45.75,,0.4575
P8966,299,32.5,,0.325
P8967,233,40.75,,0.4075
P8968,194,12,,0.12
P8969,183,53.5,,0.535
P8970,168,37.75,,0.3775
P8971,212,60.25,,0.6025
P8972,292,60.75,,0.6075
P8973,244,93.5,,0.935
P8974,193,62.75,,0.6275
P8975,241,56.75,,0.5675
P8976,218,38.5,,0.385
P8977,213,63.5,,0.635
P8978,115,31.75,,0.3175
P8979,174,23.75,,0.2375
P8980,180,46.75,,0.4675
P8981,137,47.5,,0.475
P8982,235,38,,0.38
P8983,220,76.25,,0.7625
P8984,201,48.25,,0.4825
P8985,206,22.5,,0.225
P8986,229,48.5,,0.485
P8987,313,37.75,,0.3775
P8988,137,50,,0.5
P8989,151,59.5,,0.595
P8990,241,60.25,,0.6025
P8991,212,56,,0.56
P8992,181,69.25,,0.6925
P8993,144,41.5,,0.415
P8994,302,54.75,,0.5475
P8995,290,52.25,,0.5225
P8996,166,71.25,,0.7125
P8997,221,59.25,,0.5925
P8998,306,34.25,,0.3425
P8999,162,21.25,,0.2125
P9000,218,58.5,,0.585
P9001,275,74.5,,0.745
P9002,254,32,,0.32
P9003,270,53.5,,0.535
P9004,194,25.5,,0.255
P9005,200,22,,0.22
P9006,235,44.5,,0.445
P9007,353,36.5,,0.365
P9008,195,39,,0.39
P9009,130,50,,0.5
P9010,215,69,,0.69
P9011,176,54.75,,0.5475
P9012,228,54,,0.54
P9013,208,68.25,,0.6825
P9014,141,22.75,,0.2275
P9015,245,58,,0.58
P9016,143,70.5,,0.705
P9017,232,42.5,,0.425
P9018,190,74,,0.74
P9019,258,70.25,,0.7025
P9020,242,62.25,,0.6225
P9021,197,59,,0.59
P9022,313,37,,0.37
P9023,164,64.25,,0.6425
P9024,212,55,,0.55
P9025,210,61.75,,0.6175
P9026,136,56,,0.56
P9027,296,51.5,,0.515
P9028,224,42.5,,0.425
P9029,192,40.5,,0.405
P9030,183,43.75,,0.4375
P9031,208,56,,0.56
P9032,312,46.25,,0.4625
P9033,244,30.5,,0.305
P9034,254,28.75,,0.2875
P9035,179,57.75,,0.5775
P9036,282,64.75,,0.6475
P9037,229,72,,0.72
P9038,243,41.75,,0.4175
P9039,218,45.25,,0.4525
P9040,135,44.75,,0.4475
P9041,162,47.75,,0.4775
P9042,248,66.25,,0.6625
P9043,127,28.5,,0.285
P9044,183,78.25,,0.7825
P9045,251,59.75,,0.5975
P9046,278,92.75,,0.9275
P9047,168,54,,0.54
P9048,169,36.75,,0.3675
P9049,170,50.25,,0.5025
P9050,247,64.25,,0.6425
P9051,216,37,,0.37
P9052,141,47.25,,0.4725
P9053,173,36.25,,0.3625
P9054,200,27,,0.27
P9055,177,48.25,,0.4825
P9056,278,45.25,,0.4525
P9057,259,37.25,,0.3725
P9058,247,83.5,,0.835
P9059,190,65.5,,0.655
P9060,179,58.75,,0.5875
P9061,228,55.5,,0.555
P9062,200,56.75,,0.5675
P9063,266,68.75,,0.6875
P9064,233,40.75,,0.4075
P9065,190,30,,0.3
P9066,194,49.25,,0.4925
P9067,274,45.25,,0.4525
P9068,170,72.5,,0.725
P9069,193,49.5,,0.495
P9070,157,72.75,,0.7275
P9071,281,64.75,,0.6475
P9072,207,67,,0.67
P9073,153,41.25,,0.4125
P9074,223,61,,0.61
P9075,194,31.25,,0.3125
P9076,240,40.5,,0.405
P9077,374,58.5,,0.585
P9078,284,43,,0.43
P9079,263,50.5,,0.505
P9080,169,49.5,,0.495
P9081,166,46,,0.46
P9082,307,31.25,,0.3125
P9083,266,28.25,,0.2825
P9084,218,66.5,,0.665
P9085,169,59.25,,0.5925
P9086,219,63,,0.63
P9087,248,56.25,,0.5625
P9088,163,26.75,,0.2675
P9089,130,41,,0.41
P9090,226,47.25,,0.4725
P9091,104,32,,0.32
P9092,243,45.25,,0.4525
P9093,165,89.75,,0.8975
P9094,150,81,,0.81
P9095,266,53.25,,0.5325
P9096,196,32.75,,0.3275
P9097,175,69.25,,0.6925
P9098,200,56,,0.56
P9099,270,61.5,,0.615
P9100,82,36.75,,0.3675
P9101,266,50.5,,0.505
P9102,160,63,,0.63
P9103,311,39,,0.39
P9104,158,50,,0.5
P9105,278,64.5,,0.645
P9106,264,36.25,,0.3625
P9107,180,50,,0.5
P9108,230,81,,0.81
P9109,251,72.5,,0.725
P9110,150,45.5,,0.455
P9111,256,44.5,,0.445
P9112,265,78.5,,0.785
P9113,203,50,,0.5
P9114,185,64.5,,0.645
P9115,250,57.5,,0.575
P9116,234,40.25,,0.4025
P9117,307,47.25,,0.4725
P9118,221,67.25,,0.6725
P9119,80,41.5,,0.415
P9120,173,64.75,,0.6475
P9121,221,46,,0.46
P9122,199,73,,0.73
P9123,254,79,,0.79
P9124,211,70.5,,0.705
P9125,119,60,,0.6
P9126,157,39.75,,0.3975
P9127,220,60.75,,0.6075
P9128,215,35.75,,0.3575
P9129,261,59.25,,0.5925
P9130,112,20.5,,0.205
P9131,231,38.5,,0.385
P9132,212,47,,0.47
P9133,142,76.75,,0.7675
P9134,253,63,,0.63
P9135,197,51,,0.51
P9136,143,59.25,,0.5925
P9137,213,38,,0.38
P9138,188,48,,0.48
P9139,159,73,,0.73
P9140,304,37,,0.37
P9141,172,36.5,,0.365
P9142,102,45.75,,0.4575
P9143,200,39.25,,0.3925
P9144,149,45.75,,0.4575
P9145,305,56.25,,0.5625
P9146,172,17.25,,0.1725
P9147,241,31.75,,0.3175
P9148,169,70.75,,0.7075
P9149,293,52.25,,0.5225
P9150,251,72.75,,0.7275
P9151,200,86.25,,0.8625
P9152,185,36,,0.36
P9153,225,42.75,,0.4275
P9154,212,31.25,,0.3125
P9155,177,69.5,,0.695
P9156,205,50.5,,0.505
P9157,217,43.75,,0.4375
P9158,173,41.75,,0.4175
P9159,230,45.25,,0.4525
P9160,273,65.75,,0.6575
P9161,191,50.5,,0.505
P9162,122,52.75,,0.5275
P9163,276,46,,0.46
P9164,273,76.25,,0.7625
P9165,246,79.5,,0.795
P9166,148,54.75,,0.5475
P9167,67,73.75,,0.7375
P9168,137,75.25,,0.7525
P9169,239,66,,0.66
P9170,213,59.5,,0.595
P9171,199,24.25,,0.2425
P9172,143,52,,0.52
P9173,206,49.75,,0.4975
P9174,195,33.75,,0.3375
P9175,199,38.75,,0.3875
P9176,217,10.75,,0.1075
P9177,238,33.5,,0.335
P9178,108,52.25,,0.5225
P9179,257,42.5,,0.425
P9180,255,21.25,,0.2125
P9181,199,26,,0.26
P9182,213,56.75,,0.5675
P9183,190,41.75,,0.4175
P9184,111,38,,0.38
P9185,236,39.75,,0.3975
P9186,165,54,,0.54
P9187,131,25.5,,0.255
P9188,260,49.5,,0.495
P9189,145,75.75,,0.7575
P9190,320,58,,0.58
P9191,195,65.75,,0.6575
P9192,270,70.25,,0.7025
P9193,245,40.25,,0.4025
P9194,174,33,,0.33
P9195,170,53.25,,0.5325
P9196,179,31.5,,0.315
P9197,146,48.75,,0.4875
P9198,212,59.5,,0.595
P9199,106,18.25,,0.1825
P9200,211,62,,0.62
P9201,249,39.25,,0.3925
P9202,208,41.25,,0.4125
P9203,271,33.5,,0.335
P9204,295,66.25,,0.6625
P9205,244,54.25,,0.5425
P9206,246,45.5,,0.455
P9207,258,39,,0.39
P9208,209,34,,0.34
P9209,218,49.75,,0.4975
P9210,237,41,,0.41
P9211,168,56,,0.56
P9212,128,69.25,,0.6925
P9213,293,24.25,,0.2425
P9214,233,60,,0.6
P9215,334,40.5,,0.405
P9216,191,53.75,,0.5375
P9217,206,38,,0.38
P9218,204,55.75,,0.5575
P9219,192,55.75,,0.5575
P9220,162,44.5,,0.445
P9221,205,47.75,,0.4775
P9222,123,44.75,,0.4475
P9223,213,65.5,,0.655
P9224,174,61.25,,0.6125
P9225,244,73,,0.73
P9226,224,26.25,,0.2625
P9227,152,47.25,,0.4725
P9228,162,23.5,,0.235
P9229,218,40,,0.4
P9230,235,58.5,,0.585
P9231,182,52.5,,0.525
P9232,225,46.75,,0.4675
P9233,210,46.75,,0.4675
P9234,218,65.5,,0.655
P9235,168,72.25,,0.7225
P9236,148,32,,0.32
P9237,188,84.5,,0.845
P9238,168,68.75,,0.6875
P9239,214,66.25,,0.6625
P9240,132,21.25,,0.2125
P9241,154,42.75,,0.4275
P9242,241,36.25,,0.3625
P9243,164,69.25,,0.6925
P9244,280,58.25,,0.5825
P9245,205,71.75,,0.7175
P9246,105,48.5,,0.485
P9247,264,38.5,,0.385
P9248,194,62.5,,0.625
P9249,212,60.5,,0.605
P9250,246,44.75,,0.4475
P9251,273,61.75,,0.6175
P9252,193,56.75,,0.5675
P9253,219,23.25,,0.2325
P9254,316,64.25,,0.6425
P9255,228,41,,0.41
P9256,241,63.75,,0.6375
P9257,160,75.75,,0.7575
P9258,162,45.25,,0.4525
P9259,241,50,,0.5
P9260,215,34.25,,0.3425
P9261,248,49.25,,0.4925
P9262,159,60.5,,0.605
P9263,188,70,,0.7
P9264,177,54.25,,0.5425
P9265,179,10.5,,0.105
P9266,228,31.25,,0.3125
P9267,318,63.75,,0.6375
P9268,211,32.5,,0.325
P9269,202,36.75,,0.3675
P9270,172,54.75,,0.5475
P9271,270,33,,0.33
P9272,236,41.75,,0.4175
P9273,199,52,,0.52
P9274,236,59.5,,0.595
P9275,186,52.5,,0.525
P9276,165,43.5,,0.435
P9277,197,41.5,,0.415
P9278,162,50.75,,0.5075
P9279,118,34.5,,0.345
P9280,260,42.25,,0.4225
